state_orig,dms_orig,county_orig,dms_dest,county_dest,state_dest,naics_dest1,sctg2,tons_2012,value_2012
4,49,4025,49,4025,4,3133,7,6.131601172526688,6.686761259528107
4,49,4027,49,4001,4,3133,6,0.00023171073800994262,0.000537764265498485
4,49,4027,49,4015,4,3133,7,0.006193607931373987,0.003133850357833005
4,49,4027,49,4025,4,3133,6,0.08833247516047231,0.2063775240210576
4,49,4027,49,4025,4,3133,7,1.3722563892472106,2.9363793483238623
5,50,5003,49,4005,4,3133,7,4.756366864759857e-05,0.001442764615643823
5,50,5003,49,4025,4,3133,7,0.00015845347671639983,0.004806422127064128
5,50,5007,49,4005,4,3133,5,0.08251405091084732,0.04103217838197586
5,50,5007,49,4025,4,3133,5,0.006390173529478069,0.003177673829595672
5,50,5009,49,4025,4,3133,7,0.00010751984355888488,0.003261435254619507
5,50,5021,49,4005,4,3133,7,0.000110928196327277,0.003364821955260736
5,50,5023,49,4025,4,3133,7,0.00015060236460665144,0.00456827172640176
5,50,5031,49,4005,4,3133,7,0.0002371517018465178,0.00719360162267771
5,50,5033,49,4005,4,3133,5,0.06993858608146547,0.03477871354272112
5,50,5033,49,4025,4,3133,5,0.005668096943817588,0.002818603162949078
5,50,5037,49,4005,4,3133,7,6.918923644438397e-05,0.002098740172146314
5,50,5037,49,4025,4,3133,7,0.00016889887755520646,0.0051232659525079285
5,50,5041,49,4005,4,3133,7,5.654122610916444e-05,0.0017150838586446548
5,50,5041,49,4025,4,3133,7,0.00018836128729228125,0.005713625714532532
5,50,5045,49,4001,4,3133,5,2.672899981840655e-08,1.3291664588200202e-08
5,50,5045,49,4025,4,3133,7,0.00012797959103498716,0.0038820475947279436
5,50,5051,49,4015,4,3133,7,8.354712794689023e-05,0.0025342628810556705
5,50,5051,49,4025,4,3133,7,0.00020131790829539155,0.006106643218293546
5,50,5063,49,4001,4,3133,5,6.106740883441648e-06,3.0367298477760487e-06
5,50,5069,49,4005,4,3133,7,9.052497239127308e-05,0.0027459241625352837
5,50,5069,49,4025,4,3133,7,0.0003015746474757585,0.009147764306764677
5,50,5085,49,4025,4,3133,7,0.0005579093688001613,0.016923250853604896
5,50,5091,49,4005,4,3133,5,0.0051840127455234745,0.002577880171445959
5,50,5095,49,4005,4,3133,7,0.0001236445883252848,0.003750552512533639
5,50,5095,49,4025,4,3133,7,0.0004119092461615348,0.012494580466899887
5,50,5107,49,4005,4,3133,7,7.665754733391985e-05,0.00232527893579557
5,50,5107,49,4025,4,3133,7,0.0001915656594410554,0.005810825003045349
5,50,5115,49,4025,4,3133,7,0.00014470207782864422,0.0043892963608022076
5,50,5119,49,4001,4,3133,5,4.158669843633445e-06,2.0680027337414228e-06
5,50,5119,49,4025,4,3133,7,0.0019463577636642925,0.059039518831150176
5,50,5123,49,4005,4,3133,7,8.199483357638888e-05,0.0024871766184837965
5,50,5123,49,4025,4,3133,7,0.00020015881180463776,0.006071483958074013
5,50,5125,49,4001,4,3133,5,2.8397903268694484e-08,1.4121568626586315e-08
5,50,5125,49,4025,4,3133,7,0.00010257571177374488,0.003111463257136928
5,50,5131,49,4005,4,3133,5,0.09117830237310537,0.045340694417987534
5,50,5131,49,4025,4,3133,5,0.0073894467414810155,0.003674587461087793
5,50,5143,49,4005,4,3133,5,0.09594728922003366,0.04771219256702256
5,50,5143,49,4025,4,3133,5,0.007430489971477508,0.003694997235132313
5,50,5145,49,4001,4,3133,5,3.26792833067608e-06,1.6250592077789504e-06
5,50,5145,49,4025,4,3133,7,0.00024911056728742285,0.007556353874385161
6,61,6037,49,4001,4,3133,5,1.1331824582554925e-05,4.532665146273584e-05
6,61,6037,49,4001,4,3133,43,0.0002629926235718002,0.0008400819579356284
6,61,6037,49,4005,4,3133,6,0.18581582856971016,0.9290887467263972
6,61,6037,49,4005,4,3133,7,0.07258610068059988,0.26496727755512617
6,61,6037,49,4015,4,3133,3,0.029452589860931775,23.2377768181569
6,61,6037,49,4015,4,3133,6,0.003997451950074714,0.01614281496113731
6,61,6037,49,4015,4,3133,7,0.0014107007561140795,0.004578474187324485
6,61,6037,49,4015,4,3133,43,0.013140832272980884,0.028685980860892024
6,61,6037,49,4025,4,3133,3,0.06539090905562478,55.986236573177955
6,61,6037,49,4025,4,3133,6,0.01505924253032652,0.07529699098750868
6,61,6037,49,4025,4,3133,7,0.24942346446706376,0.4927310624728142
6,61,6059,49,4001,4,3133,5,2.542142106455244e-06,1.0168423309819924e-05
6,61,6059,49,4001,4,3133,43,4.6024669485952114e-05,0.00014701741033638894
6,61,6059,49,4005,4,3133,6,0.021782923483006773,0.1089157432638804
6,61,6059,49,4005,4,3133,7,0.05855993969213466,0.09262522581379531
6,61,6059,49,4015,4,3133,3,0.0005320343403068539,0.0007891318025853137
6,61,6059,49,4015,4,3133,6,0.0007277962407722152,0.0034371412322412114
6,61,6059,49,4015,4,3133,7,0.00031636945010489844,0.0010267871160382247
6,61,6059,49,4015,4,3133,43,0.0048477510714123396,0.011365685229328886
6,61,6059,49,4025,4,3133,3,0.02474420711241829,21.185437749965036
6,61,6059,49,4025,4,3133,7,0.015176364859570142,0.12156590210531476
6,61,6065,49,4001,4,3133,5,5.170594951137803e-07,2.068208464557467e-06
6,61,6065,49,4001,4,3133,6,6.31527901282814e-07,3.157672146888605e-06
6,61,6065,49,4001,4,3133,7,1.7075330332089555e-07,5.36671656018001e-07
6,61,6065,49,4001,4,3133,43,4.5018733623506374e-05,0.00014380413173791008
6,61,6065,49,4005,4,3133,3,0.0016291795698083456,1.3948671785230753
6,61,6065,49,4005,4,3133,7,0.020400812660126395,0.03308290383484546
6,61,6065,49,4015,4,3133,3,0.0005781284826517055,0.0008575002346234369
6,61,6065,49,4015,4,3133,6,0.0002406292015220443,0.0009717271709404736
6,61,6065,49,4015,4,3133,7,0.20082343567734287,0.6165754985087915
6,61,6065,49,4015,4,3133,43,0.013138694829983514,0.03202361462195145
6,61,6065,49,4025,4,3133,3,0.01723475489223984,4.664369747763155
6,61,6065,49,4025,4,3133,6,0.013283566063199836,0.05364270832030147
6,61,6065,49,4025,4,3133,7,0.5387678637940699,1.651230573901775
6,61,6065,49,4025,4,3133,43,0.14080302892875024,0.332387243721044
6,61,6071,49,4001,4,3133,5,1.6577221504094141e-06,6.630793971990986e-06
6,61,6071,49,4001,4,3133,6,1.6443603397325477e-06,8.221886687309615e-06
6,61,6071,49,4001,4,3133,7,1.1433938014708603e-06,6.372255359907175e-06
6,61,6071,49,4001,4,3133,43,3.9375204302309494e-05,0.00012577690687727116
6,61,6071,49,4005,4,3133,3,0.001698552139398156,1.4542624239606408
6,61,6071,49,4005,4,3133,6,0.004378020165255881,0.021890499734722704
6,61,6071,49,4005,4,3133,7,0.022753945591568688,0.0445051287097387
6,61,6071,49,4015,4,3133,3,0.0002672714261404866,0.0003964262573129109
6,61,6071,49,4015,4,3133,6,0.000345062167078238,0.0013869100257124529
6,61,6071,49,4015,4,3133,7,0.3662022798105804,0.7742203683239578
6,61,6071,49,4015,4,3133,43,0.00900194138268666,0.022032544085084156
6,61,6071,49,4025,4,3133,3,0.0076592388700791455,4.847693382735595
6,61,6071,49,4025,4,3133,6,0.0072677039243216855,0.02886054236023324
6,61,6071,49,4025,4,3133,7,0.9407790174219142,2.0436597031458
6,61,6071,49,4025,4,3133,43,0.06738492879977273,0.1649268031567816
6,61,6111,49,4005,4,3133,5,0.003940105855266022,0.015760198503501858
6,61,6111,49,4005,4,3133,7,8.775973413449651e-07,2.80831149230389e-06
6,61,6111,49,4005,4,3133,43,0.07993034852481189,0.2553229165717225
6,61,6111,49,4015,4,3133,3,0.0012619223894595937,1.080429779209464
6,61,6111,49,4015,4,3133,7,6.967445805222373e-05,0.00147622757998149
6,61,6111,49,4025,4,3133,6,0.0077345451113187145,0.03867312531600599
6,61,6111,49,4025,4,3133,7,0.013499993973132592,0.03171497595210905
6,61,6111,49,4025,4,3133,43,0.008011094559428366,0.025589980096360675
6,62,6017,49,4001,4,3133,3,8.214852217089124e-10,5.836868680563324e-09
6,62,6017,49,4005,4,3133,3,0.00010357035060374832,0.0007663399601117312
6,62,6017,49,4025,4,3133,3,0.00022041325557608805,0.0016308864892474648
6,62,6057,49,4001,4,3133,3,1.6948785638698793e-09,1.2042558216970196e-08
6,62,6057,49,4005,4,3133,3,6.0157189929639074e-05,0.000445116370296858
6,62,6057,49,4025,4,3133,3,0.00012986279208999042,0.0009608835572160324
6,62,6061,49,4001,4,3133,3,1.7260154044515006e-09,1.226379366320803e-08
6,62,6061,49,4005,4,3133,3,4.800594968312621e-05,0.00035520665278081335
6,62,6061,49,4025,4,3133,3,0.00010216386827888925,0.0007559330859199647
6,62,6067,49,4001,4,3133,3,1.3597266466210222e-07,9.661215647044106e-07
6,62,6067,49,4005,4,3133,3,0.000872867608241284,0.006458540732778396
6,62,6067,49,4025,4,3133,3,0.0018842805799889398,0.013942209291466612
6,62,6101,49,4025,4,3133,3,0.0015741855735266676,0.011647747667093738
6,62,6113,49,4001,4,3133,3,3.2595838109361275e-08,2.3160200761914586e-07
6,62,6113,49,4005,4,3133,3,0.0006273348019622048,0.0046417891250724215
6,62,6113,49,4025,4,3133,3,0.001354242926794269,0.0100203433168986
6,62,6115,49,4001,4,3133,3,1.0532382469679666e-09,7.48353491266713e-09
6,63,6073,49,4015,4,3133,6,3.0105807227888293e-06,0.00010728614939392924
6,63,6073,49,4025,4,3133,6,0.000166194492051696,0.005922567353114987
6,64,6001,49,4005,4,3133,3,0.06031442293256119,0.17612562298253082
6,64,6001,49,4005,4,3133,7,0.01714864860436525,0.10836723406175963
6,64,6001,49,4015,4,3133,6,0.003945289363530488,0.015123609226866869
6,64,6001,49,4025,4,3133,3,0.1302022148055801,0.3802066749768756
6,64,6001,49,4025,4,3133,6,0.009506699054824637,0.036442346376827785
6,64,6001,49,4025,4,3133,7,0.0012982712548274538,0.008108217381314625
6,64,6013,49,4005,4,3133,3,0.004290460470514915,0.012528678656119795
6,64,6013,49,4005,4,3133,7,0.0038827689433879545,0.024536331731046503
6,64,6013,49,4015,4,3133,6,0.00028064776608900096,0.0010758164366745037
6,64,6013,49,4025,4,3133,3,0.009261921587502315,0.027045963971803963
6,64,6013,49,4025,4,3133,6,0.0006762580907955077,0.0025923226813827803
6,64,6013,49,4025,4,3133,7,0.00029395245215148725,0.0018358493057227191
6,64,6041,49,4005,4,3133,7,0.00015381158890659437,0.00053238821547905
6,64,6041,49,4015,4,3133,6,0.0014473962926675476,0.005548352455225601
6,64,6041,49,4025,4,3133,7,1.1343535869859331e-05,3.9263392712524575e-05
6,64,6055,49,4025,4,3133,7,6.291920860456877e-05,0.00021778232333769437
6,64,6075,49,4025,4,3133,7,0.001104119901666084,0.0052974095029793755
6,64,6077,49,4005,4,3133,3,0.0724477341970646,0.21155640224557765
6,64,6077,49,4005,4,3133,7,0.013074654676099137,0.09632701404424787
6,64,6077,49,4025,4,3133,3,0.2413521851899893,0.7047784245952489
6,64,6077,49,4025,4,3133,6,0.004128473344770303,0.015825814488286162
6,64,6077,49,4025,4,3133,7,0.0038310866497621244,0.017399594711654663
6,64,6081,49,4005,4,3133,7,0.001326204817603459,0.004590394138847321
6,64,6081,49,4025,4,3133,7,0.0008605929816408155,0.005920548229999714
6,64,6085,49,4005,4,3133,7,0.004962688608386884,0.03136065414879353
6,64,6085,49,4025,4,3133,7,0.000375709836709132,0.002346456502836716
6,64,6087,49,4005,4,3133,7,0.0027279040273655475,0.017826711095013072
6,64,6087,49,4025,4,3133,7,0.0002210800267327103,0.0014447464888447368
6,64,6095,49,4005,4,3133,7,0.00346352156050133,0.022633933456241883
6,64,6095,49,4025,4,3133,7,0.00025543316558180093,0.0016692424664620405
6,64,6097,49,4025,4,3133,3,0.08153183903917029,0.2380831191859589
6,64,6097,49,4025,4,3133,7,0.004051691522674138,0.02888418964806023
6,65,6019,49,4005,4,3133,2,1.8003688182329416,0.5843817424408365
6,65,6019,49,4005,4,3133,7,0.30155087030511896,0.22678255968072797
6,65,6019,49,4025,4,3133,2,3.886500047640925,1.2615191103265024
6,65,6019,49,4025,4,3133,7,0.022239241777618504,0.016725112318806308
6,65,6039,49,4005,4,3133,2,0.03232371748276732,0.010491955955605134
6,65,6039,49,4005,4,3133,7,0.017326661784537546,0.01303058653501413
6,65,6039,49,4025,4,3133,2,0.06977799674402757,0.022649241037915983
6,65,6039,49,4025,4,3133,7,0.001277833555033226,0.0009609999273526887
6,69,6005,49,4005,4,3133,7,0.0025037680615378577,0.0037298816922999092
6,69,6005,49,4025,4,3133,7,0.0002208783686664769,0.0003290441299934703
6,69,6007,49,4015,4,3133,3,0.0002592339925042706,0.008333885633857058
6,69,6007,49,4015,4,3133,7,0.0031721568186296257,0.00505934884823221
6,69,6007,49,4025,4,3133,3,0.0002648111202163224,0.0006740646696415479
6,69,6007,49,4025,4,3133,7,0.03216119036624415,0.0485322981038645
6,69,6009,49,4005,4,3133,3,8.984547372647809e-06,0.00017716879001966905
6,69,6009,49,4025,4,3133,3,2.2916316014504833e-05,0.0005723638210019484
6,69,6011,49,4015,4,3133,3,0.0008096482754855098,0.002060922883054025
6,69,6011,49,4015,4,3133,7,0.001606042799079941,0.0030971736083019816
6,69,6021,49,4015,4,3133,3,0.0005591724617390099,0.0014233480844265706
6,69,6025,49,4005,4,3133,7,0.08513988706448122,0.07953465387633496
6,69,6025,49,4025,4,3133,7,0.005877217143509571,0.005490287189494099
6,69,6027,49,4001,4,3133,3,1.1447981961528311e-08,1.4998005303700304e-07
6,69,6027,49,4001,4,3133,7,2.0186355347059825e-07,3.892838164993841e-07
6,69,6027,49,4005,4,3133,7,0.003371060953165132,0.003149125226146437
6,69,6027,49,4025,4,3133,7,0.00024861423715564655,0.00023224657657729635
6,69,6029,49,4001,4,3133,3,6.023828170858328e-07,1.1624938880807241e-05
6,69,6029,49,4001,4,3133,7,4.00451721984662e-05,6.687197220870314e-05
6,69,6029,49,4005,4,3133,3,0.00012704629266942742,0.006851944534463717
6,69,6029,49,4005,4,3133,6,0.007738976215219519,0.012573064510113086
6,69,6029,49,4005,4,3133,7,0.14855472507335488,0.2866004429814741
6,69,6029,49,4015,4,3133,7,0.0020053903487825668,0.001873364327539773
6,69,6029,49,4025,4,3133,6,0.03691855802335742,0.059979433808721075
6,69,6029,49,4025,4,3133,7,0.04459511041414398,0.04335887476436912
6,69,6031,49,4005,4,3133,3,7.365972519767972e-05,0.003972664930818525
6,69,6031,49,4005,4,3133,7,0.1939107389521718,0.3739506704492397
6,69,6031,49,4025,4,3133,3,0.0010767370384527149,0.014944412625424472
6,69,6031,49,4025,4,3133,7,0.01351927951968575,0.026102137652142667
6,69,6033,49,4015,4,3133,7,0.0003622303885084322,0.00043612250843176907
6,69,6033,49,4025,4,3133,7,0.0008178091473568343,0.0023248105731983595
6,69,6047,49,4005,4,3133,3,0.0001541057971936343,0.0027279296451585256
6,69,6047,49,4005,4,3133,7,0.3530817959457016,0.6214967221873615
6,69,6047,49,4025,4,3133,3,0.00033267194036533745,0.005888848211821196
6,69,6047,49,4025,4,3133,7,0.02741151459750241,0.04787881999845886
6,69,6049,49,4015,4,3133,7,8.711366396416928e-05,0.00012977386578273838
6,69,6049,49,4025,4,3133,7,0.0017791513641541308,0.0026504148698633595
6,69,6053,49,4005,4,3133,7,0.29493743476098283,0.4393704653350354
6,69,6053,49,4015,4,3133,7,0.00010990188321984621,0.0007693131825389233
6,69,6053,49,4025,4,3133,3,0.0019007822544527984,0.029864455253673913
6,69,6053,49,4025,4,3133,7,0.04332413370950661,0.07057902837125062
6,69,6079,49,4005,4,3133,3,0.0005872660955331808,0.010395589398810998
6,69,6079,49,4005,4,3133,7,0.060492281346569685,0.09930066745967855
6,69,6079,49,4025,4,3133,3,0.001956416677702931,0.034631838325215436
6,69,6079,49,4025,4,3133,7,0.005132268517725119,0.00903724536987167
6,69,6083,49,4005,4,3133,3,0.0005436090237430277,0.010788629361471144
6,69,6083,49,4005,4,3133,7,0.09859126531910667,0.1166651503030599
6,69,6083,49,4025,4,3133,3,0.0017722749525529802,0.0358426946917008
6,69,6083,49,4025,4,3133,7,0.0023430600958218107,0.008411541044175852
6,69,6089,49,4015,4,3133,7,0.000558271243550657,0.001587014395612847
6,69,6099,49,4005,4,3133,3,0.00034583900553643234,0.0008803174686381914
6,69,6099,49,4005,4,3133,7,0.17078775059116028,0.2544237679139432
6,69,6099,49,4025,4,3133,3,0.0011883030299231873,0.02572414138452313
6,69,6099,49,4025,4,3133,7,0.09295983357752093,0.17281325855675128
6,69,6103,49,4015,4,3133,7,0.000337213449245444,0.0005023493549819242
6,69,6107,49,4001,4,3133,3,1.128827821965117e-06,2.3392143836454848e-05
6,69,6107,49,4001,4,3133,7,6.017916164861972e-05,0.00010914946867410824
6,69,6107,49,4005,4,3133,3,0.000754760851392258,0.015255539769289
6,69,6107,49,4005,4,3133,7,0.25416026511174844,0.4901610424432204
6,69,6107,49,4015,4,3133,7,0.02826040352559665,0.02639986368682389
6,69,6107,49,4025,4,3133,7,6.920361061593205e-05,0.00048442527431152453
6,69,6109,49,4001,4,3133,7,9.893461480974307e-07,1.4738362318071466e-06
6,69,6109,49,4005,4,3133,3,2.670265613232509e-06,4.7268155120937046e-05
6,69,6109,49,4005,4,3133,7,0.004163037330511725,0.006201707323440902
6,69,6109,49,4025,4,3133,3,5.7643674606784416e-06,0.00010203891850878042
6,69,6109,49,4025,4,3133,7,0.00034911717385831606,0.0005200824210697075
8,81,8001,49,4001,4,3133,4,0.00011212182068760188,0.00011821648876425095
8,81,8001,49,4005,4,3133,7,0.00031147163813918815,0.004058093411478504
8,81,8005,49,4001,4,3133,4,1.1335114736222968e-05,1.1951263863166745e-05
8,81,8005,49,4001,4,3133,7,4.782876284060182e-09,6.231501157607133e-08
8,81,8005,49,4005,4,3133,4,0.07152193788302746,0.07540969558195293
8,81,8005,49,4005,4,3133,7,3.0178837043227318e-05,0.0003931932310205282
8,81,8013,49,4001,4,3133,4,5.8216021433801904e-05,6.138050204253809e-05
