222001029,210112095,210112096,1104002,1,0,13.5,FM,NULL,8123,8123
222001030,210112096,210112097,1104002,1,0,17.6,FM,NULL,8123,8013
222001032,210112097,210112098,1104002,1,0,18.7,LM,NULL,8013,8013
