1009,,4013,,7,7,0.000312157,0.000885918
1043,,4013,,7,7,0.001996502,0.005666186
1073,,4013,,7,7,0.087618786,0.248667081
1117,,4013,,7,7,0.016123144,0.045758397
1121,,4013,,7,7,0.000736726,0.002090869
1127,,4013,,7,7,0.002087962,0.005925754
1015,,4013,,5,7,0.043290677,0.101836924
1015,,4013,,7,7,0.011602687,0.053096375
1031,,4013,,5,7,0.096788367,0.227684808
1031,,4013,,7,7,0.025941038,0.118711735
1039,,4013,,5,7,0.006005164,0.01412654
1039,,4013,,7,7,0.001609493,0.007365384
1053,,4013,,5,7,2.48E-05,0.000125163
1055,,4013,,5,7,0.260145757,0.611966484
1055,,4013,,7,7,0.06972378,0.319070929
1061,,4013,,5,7,0.008969341,0.021099464
1061,,4013,,7,7,0.002345594,0.010727128
1069,,4013,,7,7,0.082657699,0.378259305
1081,,4013,,5,7,0.008260746,0.018434383
1081,,4013,,7,7,0.002256848,0.010321263
1083,,4013,,5,7,0.003958892,0.009791262
1085,,4013,,5,7,0.032619623,0.078859567
1089,,4013,,5,7,0.018566668,0.045859578
1089,,4013,,7,7,0.003626447,0.017018848
1095,,4013,,5,7,1.113326908,2.691523328
1095,,4013,,7,7,0.068687617,0.284304103
1101,,4013,,5,7,0.466297892,1.096918454
1101,,4013,,7,7,0.124976291,0.571918233
1103,,4013,,5,7,0.527797793,1.305366853
1103,,4013,,7,7,0.102960522,0.483191831
1105,,4013,,5,7,0.002534417,0.01252424
1109,,4013,,5,7,0.052953943,0.124568774
1109,,4013,,7,7,0.014192617,0.06494845
1125,,4013,,5,7,0.108534941,0.268432183
4013,,4013,,2,7,247.5131586,60.8565298
4013,,4013,,3,7,114.9296361,176.6461495
4013,,4013,,4,7,426.1134484,127.4926161
4013,,4013,,5,7,26.71560516,123.5925642
4013,,4013,,6,7,16.65184948,29.53590536
4013,,4013,,7,7,409.6430226,455.8219099
4013,,4013,,43,7,631.3039147,1410.860461
4021,,4013,,2,7,0.688228939,0.23019142
4021,,4013,,3,7,6.020930003,8.716800514
4021,,4013,,4,7,19.695328,3.305799204
4021,,4013,,5,7,1.584294725,7.725816593
4021,,4013,,6,7,2.014760224,3.446118971
4021,,4013,,7,7,24.16688198,33.63216837
4021,,4013,,43,7,22.30015549,51.03890351
4019,,4013,,3,7,4.147969801,3.556874772
4019,,4013,,5,7,0.389743169,2.265933006
4019,,4013,,6,7,0.128517826,0.441019686
4019,,4013,,7,7,2.197871939,1.944356091
4019,,4013,,43,7,0.071508635,0.083679243
4023,,4013,,3,7,14.53212706,10.63354764
4023,,4013,,5,7,0.947687577,5.414396131
4023,,4013,,6,7,0.021168177,0.072701186
4023,,4013,,7,7,2.480433614,1.600714104
4023,,4013,,43,7,0.168359027,0.197035602
4003,,4013,,3,7,0.024260899,0.192320226
4003,,4013,,4,7,0.489957852,0.804068032
4003,,4013,,6,7,0.002416676,0.008361255
4003,,4013,,7,7,9.989577128,5.096648096
4005,,4013,,3,7,0.044465646,0.355043542
4005,,4013,,4,7,8.387620356,13.76489298
4005,,4013,,6,7,0.041371233,0.143136872
4005,,4013,,7,7,19.84538905,10.0957307
4007,,4013,,3,7,0.005964423,0.047702109
4007,,4013,,7,7,1.809939389,0.920055951
4009,,4013,,3,7,0.000264756,0.001906414
4012,,4013,,3,7,0.000711337,0.005122074
4015,,4013,,3,7,0.018768192,0.149619726
4015,,4013,,6,7,0.098317277,0.219914007
4015,,4013,,7,7,7.628531344,4.029121749
4017,,4013,,3,7,0.000278622,0.002006254
4017,,4013,,4,7,0.136076573,0.223314764
4017,,4013,,6,7,0.000671186,0.002322181
4017,,4013,,7,7,0.000124644,0.003187442
4025,,4013,,2,7,6.018541598,1.925935771
4025,,4013,,3,7,0.924248888,2.175839586
4025,,4013,,4,7,0.370762473,0.608456934
4025,,4013,,6,7,0.001828755,0.006327156
4025,,4013,,7,7,15.07608583,7.774723517
4027,,4013,,2,7,13.88761408,4.436799728
4027,,4013,,3,7,2.208089558,5.00391868
4027,,4013,,4,7,3.083166545,5.059773301
4027,,4013,,6,7,0.347921228,0.797101512
4027,,4013,,7,7,15.51002708,8.223639904
5001,,4013,,7,7,0.000637814,0.01160822
5001,,4013,,43,7,0.02501162,0.16257314
5003,,4013,,7,7,0.000122594,0.002231216
5007,,4013,,5,7,2.441429059,10.00578948
5007,,4013,,7,7,0.190610079,1.142589785
5009,,4013,,5,7,0.009083122,0.04059262
5009,,4013,,7,7,0.001698824,0.012153354
5023,,4013,,7,7,7.56E-05,0.001375397
5031,,4013,,43,7,0.03066672,0.199330756
5033,,4013,,5,7,1.546828553,6.339418631
5033,,4013,,7,7,0.120765792,0.723916387
5035,,4013,,43,7,0.002206554,0.014342393
5041,,4013,,43,7,0.001379672,0.008967739
5045,,4013,,5,7,0.003798304,0.014563904
5045,,4013,,7,7,6.05E-05,0.001101374
5045,,4013,,43,7,0.000138916,0.000902939
5051,,4013,,5,7,0.025568155,0.098036413
5051,,4013,,7,7,0.002864813,0.018990544
5063,,4013,,43,7,0.01973175,0.12825449
5069,,4013,,7,7,0.000233326,0.004246535
5085,,4013,,7,7,0.000263807,0.004801287
