"1015","","4025","","7","7","7.88E-6","3.25E-6"
"1031","","4005","","7","7","4.99E-6","2.06E-6"
"1031","","4025","","7","7","1.27E-5","5.23E-6"
"1039","","4025","","7","7","1.09E-6","4.51E-7"
"1055","","4025","","7","7","4.74E-5","1.95E-5"
"1061","","4005","","7","7","4.62E-7","1.91E-7"
"1061","","4025","","7","7","1.17E-6","4.84E-7"
"1069","","4005","","7","7","1.64E-5","6.77E-6"
"1069","","4025","","7","7","4.17E-5","1.72E-5"
"1081","","4005","","7","7","4.45E-7","1.84E-7"
"1081","","4025","","7","7","1.13E-6","4.66E-7"
"1083","","4015","","7","7","8.16E-7","3.37E-7"
"1089","","4015","","7","7","8.63E-7","3.56E-7"
"1089","","4025","","7","7","2.58E-6","1.06E-6"
"1101","","4025","","7","7","8.49E-5","3.50E-5"
"1103","","4015","","7","7","2.45E-5","1.01E-5"
"1103","","4025","","7","7","7.32E-5","3.02E-5"
"1109","","4005","","7","7","2.73E-6","1.13E-6"
"1109","","4025","","7","7","6.93E-6","2.86E-6"
"1125","","4015","","7","7","6.89E-6","2.84E-6"
"4013","","4001","","2","7","0.025516503182405","0.0072716591039153"
"4013","","4001","","3","7","0.05171304152549","0.16693563712942"
"4013","","4001","","4","7","0.095724291366794","0.10244659570162"
"4013","","4001","","5","7","0.015541072729353","0.051856939157617"
"4013","","4001","","6","7","0.70395150626465","3.7591861186646"
"4013","","4001","","7","7","4.9281997170532","6.385203773275"
"4013","","4001","","43","7","4.5019934284937","8.2556132897491"
"4013","","4005","","2","7","3.521799753944","0.99205013848058"
"4013","","4005","","3","7","3.0069566649078","10.694623784319"
"4013","","4005","","4","7","4.6816949392578","5.7714631929047"
"4013","","4005","","5","7","1.1145365777985","3.5868896340086"
"4013","","4005","","6","7","0.32598560301339","1.979420761599"
"4013","","4005","","7","7","2.2578469139399","6.5058283204416"
"4013","","4005","","43","7","29.958742788168","86.689751995076"
"4013","","4015","","3","7","0.66850877438246","2.3631849157691"
"4013","","4015","","4","7","0.24906131583015","0.37199701133986"
"4013","","4015","","5","7","0.23995478348616","0.59921922882507"
"4013","","4015","","6","7","0.043881928490997","0.12053122726546"
"4013","","4015","","7","7","0.66495325468896","2.0213171180682"
"4013","","4015","","43","7","7.2819320650232","21.618685618699"
"4013","","4025","","2","7","8.9407525475511","2.5185062816208"
"4013","","4025","","3","7","5.6852506902515","21.121782985457"
"4013","","4025","","4","7","11.346324236111","13.600664796335"
"4013","","4025","","5","7","2.8294611969723","9.105995477776"
"4013","","4025","","6","7","0.82700882116637","5.023064551566"
"4013","","4025","","7","7","5.5024037713164","15.687947705323"
"4013","","4025","","43","7","68.238128327287","200.53097746053"
"4021","","4001","","3","7","0.0021640257162831","0.0072879274922064"
"4021","","4001","","4","7","8.61E-5","0.00014508223713055"
"4021","","4001","","5","7","0.00067895096770367","0.0022829222453964"
"4021","","4001","","6","7","0.027303509978452","0.14503715460988"
"4021","","4001","","7","7","0.18909834587642","0.2449758006837"
"4021","","4001","","43","7","0.17101981355616","0.31374736843336"
"4021","","4005","","2","7","0.13938365578167","0.039025209554736"
"4021","","4005","","3","7","0.10250773250948","0.41138990360167"
"4021","","4005","","4","7","0.0011820516050013","0.00099259158353705"
