201001001,1015,NULL,3,4013,401355000,6,1111005,7,0.13154957680000000000,0.30945702516000000000,0x00000000000007D1
201001002,1015,NULL,3,4013,401355000,6,1113007,7,0.03392159162000000000,0.15523245700000000000,0x00000000000007D2
201001003,1031,NULL,2,4013,401355000,6,1111005,7,0.29411571959000000000,0.69187737317000000000,0x00000000000007D3
201001004,1031,NULL,1,4013,401355000,6,1113007,7,0.07584116628700000000,0.34706539469000000000,0x00000000000007D4
201001005,1039,NULL,2,4013,401355000,6,1111005,7,0.01824819763900000000,0.04292703247800000000,0x00000000000007D5
201001006,1039,NULL,3,4013,401355000,6,1113007,7,0.00470551044830000000,0.02153342203100000000,0x00000000000007D6
201001007,1053,NULL,1,4013,401355000,6,1111005,7,0.00007237793370686860,0.00036592650134000000,0x00000000000007D7
201001008,1055,NULL,2,4013,401355000,6,1111005,7,0.79051810536000000000,1.85961359340000000000,0x00000000000007D8
201001009,1055,NULL,1,4013,401355000,6,1113007,7,0.20384430715000000000,0.93283513927000000000,0x00000000000007D9
201001010,1061,NULL,2,4013,401355000,6,1111005,7,0.02725559110900000000,0.06411601123200000000,0x00000000000007DA
201001011,1061,NULL,1,4013,401355000,6,1113007,7,0.00706931915450000000,0.03235552082200000000,0x00000000000007DB
201001012,1069,NULL,3,4013,401355000,6,1113007,7,0.25117614120000000000,1.14943573330000000000,0x00000000000007DC
201001013,1081,NULL,1,4013,401355000,6,1111005,7,0.02510234895500000000,0.05601749508700000000,0x00000000000007DD
201001014,1081,NULL,3,4013,401355000,6,1113007,7,0.00680184879790000000,0.03113133748800000000,0x00000000000007DE
201001015,1083,NULL,3,4013,401355000,6,1111005,7,0.01159630168500000000,0.02873277061100000000,0x00000000000007DF
201001016,1085,NULL,3,4013,401355000,6,1111005,7,0.09536666693600000000,0.23055367388000000000,0x00000000000007E0
201001017,1089,NULL,3,4013,401355000,6,1111005,7,0.05446968626300000000,0.13500474306000000000,0x00000000000007E1
201001018,1089,NULL,2,4013,401355000,6,1113007,7,0.01060227252500000000,0.04975626944200000000,0x00000000000007E2
201001019,1095,NULL,2,4013,401355000,6,1111005,7,3.25492035250000000000,7.86893229650000000000,0x00000000000007E3
201001020,1095,NULL,2,4013,401355000,6,1113007,7,0.20081498033000000000,0.83119091539000000000,0x00000000000007E4
201001021,1101,NULL,1,4013,401355000,6,1111005,7,1.41696305280000000000,3.33326173870000000000,0x00000000000007E5
201001022,1101,NULL,1,4013,401355000,6,1113007,7,0.36538043822000000000,1.67205901770000000000,0x00000000000007E6
201001023,1103,NULL,1,4013,401355000,6,1111005,7,1.54601395360000000000,3.83064062140000000000,0x00000000000007E7
201001024,1103,NULL,2,4013,401355000,6,1113007,7,0.30101517909000000000,1.41265868440000000000,0x00000000000007E8
201001025,1105,NULL,1,4013,401355000,6,1111005,7,0.00756821973580000000,0.03738440897400000000,0x00000000000007E9
201001026,1109,NULL,2,4013,401355000,6,1111005,7,0.16091383101000000000,0.37853345228000000000,0x00000000000007EA
201001027,1109,NULL,3,4013,401355000,6,1113007,7,0.04149350681700000000,0.18988316010000000000,0x00000000000007EB
201001028,1125,NULL,1,4013,401355000,6,1111005,7,0.31791821534000000000,0.78772279326000000000,0x00000000000007EC
