210112096,Swift Beef,40.41263,-104.8558,1770 Promontory Cir,812332155,8123,80634,4
210112097,RJ Food Mart,40.20481,-104.9745,14015 Mead St,812390999,8123,80504,5
210112098,Walmart,40.213112,-105.101179,2285 E Ken Pratt Blvd,812390999,8123,80504,5
210112099,Prospect Valley Grain,40.01484,-104.4334,949 County Road 67,812390997,8123,80643,6
210112100,Northern Colorado Feed LLC,40.16569,-104.9763,11347 Business Park Cir,812390999,8123,80504,5
