state_orig,dms_orig,county_orig,dms_dest,state_dest,naics_orig,sctg2,tons_2012,value_2012,test
4.0,49,4017,486,48.0,112,3,0.00011061527859300141,2.999597526076529e-05,0.0001406112538537667
4.0,49,4017,486,48.0,311,6,0.007373442134322094,0.03214687918894667,0.03952032132326876
4.0,49,4025,486,48.0,111,3,0.005030419936638468,0.0013641185366974691,0.006394538473335936
4.0,49,4025,486,48.0,112,3,0.003999183849627582,0.0010844742366744877,0.005083658086302069
4.0,49,4025,486,48.0,311,6,0.021449967437721536,0.09330750723106855,0.11475747466879009
4.0,49,4027,486,48.0,111,3,0.0017789182065350469,0.00048239616798765017,0.002261314374522697
4.0,49,4027,486,48.0,112,3,0.0014142399741953625,0.0003835049535501818,0.0017977449277455442
5.0,50,5001,486,48.0,311,5,2.688085670467277,9.285084409014367,11.973170079481644
5.0,50,5001,486,48.0,311,6,0.172497861100238,0.14109994887774713,0.31359780997798514
5.0,50,5001,486,48.0,311,7,0.2254605441870965,0.2892674871633864,0.514728031350483
5.0,50,5001,486,48.0,311,43,0.04847893412270167,0.31510731045626705,0.3635862445789687
5.0,50,5007,486,48.0,311,5,10.011107750184602,34.646758377970215,44.657866128154815
5.0,50,5007,486,48.0,311,6,0.4755142637692219,0.3889615667146624,0.8644758304838843
5.0,50,5007,486,48.0,311,7,1.2062882110550603,1.538161558089949,2.7444497691450094
5.0,50,5007,486,48.0,311,43,0.10442041115072873,0.6787271109218216,0.7831475220725503
5.0,50,5009,486,48.0,311,5,0.027469866866953,0.09614746022067354,0.12361732708762654
5.0,50,5009,486,48.0,311,43,0.00041933084916586836,0.0027256723470990623,0.003145003196264931
5.0,50,5031,486,48.0,311,5,1.375949472936124,6.098096923642452,7.474046396578576
5.0,50,5031,486,48.0,311,6,0.2733533460137025,0.2235978052254314,0.4969511512391339
5.0,50,5031,486,48.0,311,43,0.05597579190187115,0.36383966233638276,0.4198154542382539
5.0,50,5033,486,48.0,311,5,6.096989276506548,21.60483696912572,27.70182624563227
5.0,50,5033,486,48.0,311,6,0.29070130674702965,0.23778810507606696,0.5284894118230966
5.0,50,5033,486,48.0,311,7,1.2633410959775093,5.339549702917185,6.602890798894694
5.0,50,5033,486,48.0,311,43,0.08493655124979749,0.5520830537050458,0.6370196049548433
5.0,50,5035,486,48.0,311,5,0.221824057811044,0.6906686410799686,0.9124926988910126
5.0,50,5035,486,48.0,311,6,0.017029422030047744,0.013929741287986344,0.03095916331803409
5.0,50,5035,486,48.0,311,7,0.026847521539139017,0.03444556172873863,0.06129308326787765
5.0,50,5035,486,48.0,311,43,0.003950044642396777,0.02567508288413242,0.029625127526529196
5.0,50,5041,486,48.0,311,5,0.21318683818344092,0.7563389931603937,0.9695258313438346
5.0,50,5041,486,48.0,311,6,0.01134421989040513,0.009279354749007249,0.02062357463941238
5.0,50,5041,486,48.0,311,7,0.0412978810400832,0.16795896912990696,0.20925685016999016
5.0,50,5041,486,48.0,311,43,0.002999936289882318,0.019499425906379313,0.02249936219626163
5.0,50,5045,486,48.0,311,5,0.02102998762936544,0.07457552323414686,0.0956055108635123
5.0,50,5045,486,48.0,311,6,0.0009837303220379978,0.0008046725754378626,0.0017884028974758603
5.0,50,5045,486,48.0,311,7,0.004258873358601524,0.017421182768544194,0.021680056127145717
5.0,50,5045,486,48.0,311,43,0.0002485560759838921,0.0016156007230938804,0.0018641567990777725
5.0,50,5047,486,48.0,312,7,2.6210425576476837,0.9867670225230588,3.6078095801707426
5.0,50,5051,486,48.0,311,5,0.11113658286437164,0.39255704768464234,0.503693630549014
5.0,50,5051,486,48.0,311,6,0.008332626055836505,0.006815928632371272,0.015148554688207777
5.0,50,5051,486,48.0,311,7,0.027209847313799464,0.10964192115117795,0.1368517684649774
5.0,50,5051,486,48.0,312,7,1.5380956737626357,0.3119087140447829,1.8500043878074186
5.0,50,5063,486,48.0,311,5,3.197921834994553,11.09237418719886,14.290296022193413
5.0,50,5063,486,48.0,311,6,0.15028563176547347,0.12293077041022504,0.27321640217569854
5.0,50,5063,486,48.0,311,7,0.37851135941888114,0.48259835941471085,0.861109718833592
5.0,50,5063,486,48.0,311,43,0.0338206516383423,0.21983242343701478,0.25365307507535706
5.0,50,5085,486,48.0,312,7,0.3644600387477785,0.13721153410412743,0.5016715728519059
5.0,50,5091,486,48.0,311,5,0.031064587909010483,0.15532210364407809,0.18638669155308857
5.0,50,5111,486,48.0,311,5,0.05433019307670646,0.12572149702370372,0.18005169010041017
5.0,50,5111,486,48.0,311,43,0.0019262584518556416,0.012520577215314615,0.014446835667170256
5.0,50,5115,486,48.0,311,5,4.736629505373276,16.802909897293084,21.53953940266636
5.0,50,5115,486,48.0,311,6,0.22159141197473978,0.1812575338729256,0.4028489458476654
5.0,50,5115,486,48.0,311,7,0.9994232100414653,4.169418357973787,5.168841568015252
5.0,50,5115,486,48.0,311,43,0.05672182869309608,0.36868886169537796,0.425410690388474
5.0,50,5119,486,48.0,311,5,3.1824956238832502,11.244819415122485,14.427315039005736
5.0,50,5119,486,48.0,311,6,0.1558992447636561,0.12752259840166166,0.28342184316531777
5.0,50,5119,486,48.0,311,7,0.6385850289522872,2.6393723510593823,3.2779573800116695
5.0,50,5119,486,48.0,311,43,0.0455503428617054,0.29607479953410637,0.34162514239581177
5.0,50,5119,486,48.0,312,7,9.65885240932099,1.9576269972167704,11.616479406537762
5.0,50,5125,486,48.0,311,5,0.022236918738784237,0.07886746748475967,0.10110438622354391
5.0,50,5125,486,48.0,311,6,0.00127472340652506,0.0010426993491208314,0.0023174227556458918
5.0,50,5125,486,48.0,311,7,0.004195586042833188,0.017142017627394583,0.021337603670227773
5.0,50,5125,486,48.0,311,43,0.00026663305807562933,0.0017331111559806677,0.001999744214056297
5.0,50,5131,486,48.0,311,5,7.952135136299769,28.16643811214365,36.11857324844342
5.0,50,5131,486,48.0,311,6,0.4026939303004578,0.3293959276733043,0.732089857973762
5.0,50,5131,486,48.0,311,7,1.5527093130066725,6.382417686793913,7.935126999800585
5.0,50,5131,486,48.0,311,43,0.11073101396934223,0.7197456858385958,0.830476699807938
5.0,50,5143,486,48.0,311,5,10.786791771040798,37.313729575273406,48.1005213463142
5.0,50,5143,486,48.0,311,6,0.531757523535474,0.43496747674229164,0.9667250002777656
5.0,50,5143,486,48.0,311,7,2.4432091365406223,9.958484092283046,12.401693228823667
5.0,50,5143,486,48.0,311,43,0.12494536467163944,0.8121382524277534,0.9370836170993928
5.0,50,5145,486,48.0,311,5,1.5962508176805736,5.553375036945942,7.149625854626516
5.0,50,5145,486,48.0,311,6,0.07586685286678979,0.062057633600448386,0.13792448646723818
5.0,50,5145,486,48.0,311,7,0.35003637526947806,1.4499152857030255,1.7999516609725035
5.0,50,5145,486,48.0,311,43,0.01783830722725584,0.11594804571224777,0.1337863529395036
5.0,50,5149,486,48.0,311,5,3.3422154784476397,11.838843771066266,15.181059249513906
5.0,50,5149,486,48.0,311,6,0.16629288620152172,0.13602439816997458,0.3023172843714963
5.0,50,5149,486,48.0,311,7,0.6505762586268418,2.6877682615731193,3.338344520199961
5.0,50,5149,486,48.0,311,43,0.0467356618742773,0.3037793099062167,0.350514971780494
6.0,61,6037,486,48.0,111,7,7.071846061991497e-10,6.445085175254763e-10,1.3516931237246261e-09
6.0,61,6037,486,48.0,112,7,0.03216817130053177,0.0633121555876547,0.09548032688818647
6.0,61,6037,486,48.0,311,3,4.567058632041005,18.31534467063366,22.882403302674664
6.0,61,6037,486,48.0,311,5,7.365932866183879,17.073620300958165,24.439553167142044
6.0,61,6037,486,48.0,311,6,4.321905424776753,3.036836820534602,7.358742245311356
6.0,61,6037,486,48.0,311,7,4.995929423649656,16.303640867784356,21.299570291434012
6.0,61,6037,486,48.0,311,43,16.692719023362315,22.636460159306168,39.32917918266848
6.0,61,6059,486,48.0,111,7,2.35907731822623e-09,2.149997909696853e-09,4.509075227923083e-09
6.0,61,6059,486,48.0,112,7,0.005412913439993326,0.01065348771907651,0.016066401159069835
6.0,61,6059,486,48.0,311,3,0.7124117287092132,2.8685001338865144,3.5809118625957277
6.0,61,6059,486,48.0,311,5,1.135350615782724,2.632833173164547,3.7681837889472707
6.0,61,6059,486,48.0,311,6,0.7111350608491479,0.4996872732982954,1.2108223341474433
6.0,61,6059,486,48.0,311,7,0.7810274412449083,2.553037543084405,3.334064984329313
6.0,61,6059,486,48.0,311,43,2.5439208334440098,3.4524286041785492,5.996349437622559
6.0,61,6059,486,48.0,312,7,1.6578670406368463,1.7367768819432123,3.394643922580059
6.0,61,6065,486,48.0,111,7,1.3451614222973728e-09,1.225942966684423e-09,2.571104388981796e-09
6.0,61,6065,486,48.0,112,7,0.0279924952182512,0.05509375077579568,0.08308624599404688
6.0,61,6065,486,48.0,311,3,0.18611651497184914,0.7414770491865451,0.9275935641583942
6.0,61,6065,486,48.0,311,5,0.29155236479721997,0.6762336149097534,0.9677859797069734
6.0,61,6065,486,48.0,311,6,0.17781551017650069,0.12494412429074285,0.3027596344672435
6.0,61,6065,486,48.0,311,7,0.20242086941678875,0.6605859259980459,0.8630067954148346
6.0,61,6065,486,48.0,311,43,0.6794468500058815,0.921420591468669,1.6008674414745503
6.0,61,6065,486,48.0,312,7,1.2179711615421174,1.2759431874749687,2.493914349017086
6.0,61,6071,486,48.0,111,7,1.4551979654480914e-09,1.326227232883122e-09,2.7814251983312137e-09
6.0,61,6071,486,48.0,112,7,0.036962466061668704,0.07274810185312247,0.10971056791479117
6.0,61,6071,486,48.0,311,3,0.6100118897839067,2.4470219493809715,3.057033839164878
6.0,61,6071,486,48.0,311,5,0.9590241591391135,2.224871754922234,3.183895914061347
6.0,61,6071,486,48.0,311,6,0.6177458326677684,0.4340662522651546,1.0518120849329229
6.0,61,6071,486,48.0,311,7,0.6721192133463991,2.1962970835475524,2.8684162968939515
6.0,61,6071,486,48.0,311,43,2.1866668267007445,2.967340035189543,5.154006861890288
6.0,61,6071,486,48.0,312,7,1.1253943127540298,1.178959939218498,2.3043542519725277
6.0,61,6111,486,48.0,111,7,7.373558221988197e-10,6.720057304532309e-10,1.4093615526520505e-09
6.0,61,6111,486,48.0,112,7,0.0018558560365691402,0.0036526243608262328,0.005508480397395373
6.0,61,6111,486,48.0,311,3,0.1206008365937715,0.43906514736275787,0.5596659839565293
6.0,61,6111,486,48.0,311,5,0.2828357291061143,0.6572547048962567,0.940090434002371
6.0,61,6111,486,48.0,311,6,0.1818003436632098,0.12774411361646087,0.30954445727967067
6.0,61,6111,486,48.0,311,7,0.18857421239308117,0.6215184837359617,0.8100926961290429
6.0,61,6111,486,48.0,311,43,0.5801282331256085,0.7875776036334023,1.367705836759011
6.0,62,6017,486,48.0,311,6,0.054368262741720595,0.04051618687287915,0.09488444961459974
6.0,62,6017,486,48.0,311,7,0.01111528582167569,0.01600656912282857,0.02712185494450426
6.0,62,6057,486,48.0,311,6,0.2551203808077849,0.1897131973563817,0.4448335781641666
6.0,62,6057,486,48.0,311,7,0.05000087350561219,0.07234006598032916,0.12234093948594135
6.0,62,6061,486,48.0,112,7,0.00019950781356316887,0.0005561175035574887,0.0007556253171206576
6.0,62,6061,486,48.0,311,6,0.2592260820777435,0.19269111482710463,0.4519171969048481
6.0,62,6061,486,48.0,311,7,0.05059075076811806,0.07311630038389005,0.12370705115200811
6.0,62,6067,486,48.0,112,7,0.005037572292470014,0.014041966964826593,0.019079539257296607
6.0,62,6067,486,48.0,311,6,15.390885518060273,11.435332529900538,26.82621804796081
6.0,62,6067,486,48.0,311,7,3.007876118975946,4.385059449289229,7.392935568265175
6.0,62,6101,486,48.0,112,7,0.00039901562712633774,0.0011122350071149777,0.0015112506342413155
6.0,62,6113,486,48.0,112,7,0.000598523440689507,0.001668352510672467,0.0022668759513619742
6.0,62,6113,486,48.0,311,6,4.791367636623461,3.5693079486754304,8.36067558529889
6.0,62,6113,486,48.0,311,7,0.97080272440626,1.3964275548615384,2.3672302792677984
6.0,62,6115,486,48.0,112,7,0.000598523440689507,0.001668352510672467,0.0022668759513619742
6.0,62,6115,486,48.0,311,6,0.07746684068958977,0.05763589287936806,0.13510273356895783
6.0,62,6115,486,48.0,311,7,0.015183672494907178,0.021879096097087984,0.037062768591995164
6.0,63,6073,486,48.0,311,6,0.01905965574502727,0.3361308602420085,0.35519051598703577
6.0,64,6001,486,48.0,111,3,0.0016400787737221518,0.001836871627870736,0.0034769504015928878
6.0,64,6001,486,48.0,112,3,0.0007183545028903024,0.0008045497730073823,0.0015229042758976847
6.0,64,6001,486,48.0,311,3,1.2581793532548058,6.170288268993841,7.428467622248647
6.0,64,6001,486,48.0,311,5,0.07370993559450466,0.8562363129223791,0.9299462485168838
6.0,64,6001,486,48.0,311,6,0.012301414976747091,0.11687319640033653,0.1291746113770836
6.0,64,6001,486,48.0,311,7,4.226660087031404,3.5229113698577916,7.749571456889196
6.0,64,6013,486,48.0,111,3,0.0012038436235361724,0.0013482926746549765,0.002552136298191149
6.0,64,6013,486,48.0,112,3,0.0005272835071088433,0.0005905521914988801,0.0011178356986077235
6.0,64,6013,486,48.0,311,3,0.284762714913033,1.4090643043844293,1.6938270192974623
6.0,64,6013,486,48.0,311,5,0.016983760025297917,0.1973931955991479,0.2143769556244458
6.0,64,6013,486,48.0,311,6,0.002743256152378169,0.02606646222463969,0.02880971837701786
6.0,64,6013,486,48.0,311,7,0.981087640961267,0.8160533454002972,1.7971409863615642
6.0,64,6041,486,48.0,111,3,0.0002122816977825552,0.0002377533530831887,0.0004500350508657439
6.0,64,6041,486,48.0,112,3,9.297938362875915e-05,0.00010413596865043664,0.0001971153522791958
6.0,64,6041,486,48.0,311,3,0.05190463379646603,0.22998756887284358,0.2818922026693096
6.0,64,6041,486,48.0,311,5,0.0029369590469038535,0.03411484493774879,0.03705180398465264
6.0,64,6041,486,48.0,311,6,0.000588608440068386,0.0055908805910447204,0.006179489031113107
6.0,64,6041,486,48.0,311,7,0.03346549543931417,0.05665129443327967,0.09011678987259383
6.0,64,6055,486,48.0,111,3,0.02362848262729993,0.026463661406471394,0.050092144033771324
6.0,64,6055,486,48.0,112,3,0.010349275390757367,0.011591083696034468,0.021940359086791837
6.0,64,6055,486,48.0,311,3,0.10201899477295634,0.4518083816365442,0.5538273764095005
6.0,64,6055,486,48.0,311,5,0.005768589299255688,0.0670062218474329,0.0727748111466886
6.0,64,6055,486,48.0,311,6,0.0011392689918722993,0.010822619335387586,0.011961888327259886
6.0,64,6055,486,48.0,311,7,0.06566588684616878,0.11090021614662741,0.17656610299279618
6.0,64,6069,486,48.0,111,3,0.0019368981361928372,0.0021693063098267196,0.004106204446019557
6.0,64,6069,486,48.0,112,3,0.0008483613836524627,0.0009501561637041031,0.0017985175473565658
6.0,64,6075,486,48.0,311,3,0.18011260025803857,0.8948951694328562,1.0750077696908948
6.0,64,6075,486,48.0,311,5,0.008258520131113542,0.09831719425151751,0.10657571438263105
6.0,64,6075,486,48.0,311,6,0.001820263122750074,0.017297683804993733,0.019117946927743806
6.0,64,6075,486,48.0,311,7,0.5787425080718502,0.4906259145732619,1.0693684226451121
6.0,64,6077,486,48.0,111,3,0.05291281843394688,0.05926182113278086,0.11217463956672774
6.0,64,6077,486,48.0,112,3,0.023175814474068735,0.02595667765615801,0.049132492130226746
6.0,64,6077,486,48.0,311,3,0.938245523750357,4.638686455329189,5.576931979079546
6.0,64,6077,486,48.0,311,5,0.05201268127507571,0.6041638743197106,0.6561765555947864
6.0,64,6077,486,48.0,311,6,0.009131125283279041,0.08674982300550091,0.09588094828877995
6.0,64,6077,486,48.0,311,7,3.2677862175342542,2.7064567789831493,5.974242996517404
6.0,64,6081,486,48.0,111,3,9.201745644614178e-05,0.00010305861994125397,0.00019507607638739576
6.0,64,6081,486,48.0,112,3,4.03036459234101e-05,4.5139675534269226e-05,8.544332145767932e-05
6.0,64,6081,486,48.0,311,3,0.35953944318525416,1.788867266738749,2.148406709924003
6.0,64,6081,486,48.0,311,5,0.019835150961665785,0.23026476680963223,0.25009991777129803
6.0,64,6081,486,48.0,311,6,0.0034918363447579,0.033179556994604814,0.036671393339362715
6.0,64,6081,486,48.0,311,7,1.1710801610447257,0.9896803597961321,2.160760520840858
6.0,64,6085,486,48.0,111,3,0.0010804917128255833,0.0012101397830632519,0.002290631495888835
6.0,64,6085,486,48.0,112,3,0.0004732553702176055,0.0005300412249817042,0.0010032965951993099
6.0,64,6085,486,48.0,311,3,0.36805702607274027,1.798987324254604,2.167044350327344
6.0,64,6085,486,48.0,311,5,0.021009734741352818,0.2440428454867551,0.2650525802281079
6.0,64,6085,486,48.0,311,6,0.0036232027106221573,0.03440659081621038,0.038029793526832535
6.0,64,6085,486,48.0,311,7,1.293263264671422,1.065066289292147,2.3583295539635687
6.0,64,6087,486,48.0,111,3,0.013881333918792184,0.015546953500630303,0.029428287419422487
6.0,64,6087,486,48.0,112,3,0.006080024256430975,0.006809565633276071,0.012889589889707048
6.0,64,6087,486,48.0,311,3,0.16102973955338037,0.7881257186305969,0.9491554581839773
6.0,64,6087,486,48.0,311,5,0.009158588938224226,0.10641318856633927,0.1155717775045635
6.0,64,6087,486,48.0,311,6,0.0015818394492007736,0.015021434629100534,0.016603274078301308
6.0,64,6087,486,48.0,311,7,0.5698727692297624,0.4683131482938092,1.0381859175235717
6.0,64,6095,486,48.0,111,3,0.0045061943323304755,0.0050468920464987604,0.009553086378829236
6.0,64,6095,486,48.0,112,3,0.0019737131175607482,0.0022105387163664563,0.004184251833927205
6.0,64,6095,486,48.0,311,3,0.2713931585275131,1.3486302175288722,1.6200233760563854
6.0,64,6095,486,48.0,311,5,0.01632203385876546,0.18963954455596724,0.2059615784147327
6.0,64,6095,486,48.0,311,6,0.0026312390700746415,0.024999841084567473,0.027631080154642114
6.0,64,6095,486,48.0,311,7,0.941404660151516,0.7840849642792761,1.725489624430792
6.0,64,6097,486,48.0,111,3,0.025428644734724566,0.028479824747938125,0.05390846948266269
6.0,64,6097,486,48.0,112,3,0.011137746393809359,0.012474163239596893,0.02361190963340625
6.0,64,6097,486,48.0,311,3,0.41007392514998875,1.7403514433079634,2.1504253684579524
6.0,64,6097,486,48.0,311,5,0.020852182259668724,0.24617722941439513,0.26702941167406385
6.0,64,6097,486,48.0,311,6,0.004708353885651609,0.04470442613762943,0.04941278002328103
6.0,64,6097,486,48.0,311,7,0.23864331078515486,0.4148737131577799,0.6535170239429348
6.0,65,6019,486,48.0,311,4,0.47742157577213035,0.9457504633051907,1.423172039077321
6.0,65,6019,486,48.0,311,7,0.7867714317035092,2.2116010284193286,2.998372460122838
6.0,65,6039,486,48.0,311,4,0.027928214394770404,0.05532452457856156,0.08325273897333196
6.0,65,6039,486,48.0,311,7,0.04544252156288588,0.1275171440702911,0.172959665633177
6.0,69,6007,486,48.0,311,5,0.22511003231250584,1.358948092926921,1.584058125239427
6.0,69,6007,486,48.0,311,7,1.0997826351323412,1.188075246926958,2.287857882059299
6.0,69,6007,486,48.0,311,43,0.22467535988748757,0.32031410670074006,0.5449894665882277
6.0,69,6011,486,48.0,311,7,0.8157375151372341,0.7690577224812734,1.5847952376185075
6.0,69,6011,486,48.0,311,43,0.16825303892562532,0.24028775237388109,0.4085407912995064
6.0,69,6021,486,48.0,311,7,0.1915345405033073,0.18055626698820226,0.3720908074915096
6.0,69,6021,486,48.0,311,43,0.04353677686003572,0.062058654357369264,0.10559543121740499
6.0,69,6025,486,48.0,311,5,2.2156006604688114,10.388392129454115,12.603992789922927
6.0,69,6025,486,48.0,311,7,21.148662345530802,18.610734978087795,39.7593973236186
6.0,69,6027,486,48.0,311,3,0.003298608870191584,0.01799562714248501,0.021294236012676594
6.0,69,6027,486,48.0,311,7,0.0714075108367763,0.26355744874805903,0.3349649595848353
6.0,69,6029,486,48.0,311,3,0.30110708142463743,1.6426957485762586,1.943802830000896
6.0,69,6029,486,48.0,311,7,6.518295446956427,24.05832801136024,30.576623458316664
6.0,69,6031,486,48.0,311,3,0.23381609003501108,1.2755883894592759,1.509404479494287
6.0,69,6031,486,48.0,311,5,0.90305015920959,5.4515486452046895,6.354598804414279
6.0,69,6031,486,48.0,311,7,5.503171399916903,19.828447079059117,25.33161847897602
6.0,69,6033,486,48.0,311,7,0.0009497970243921622,0.000916039386786353,0.0018658364111785151
6.0,69,6047,486,48.0,311,3,0.3095382851574208,1.6886923503887927,1.9982306355462136
6.0,69,6047,486,48.0,311,5,1.3843287284433186,8.356939342847259,9.741268071290577
6.0,69,6047,486,48.0,311,7,13.879007103680582,32.641009881547845,46.52001698522842
6.0,69,6047,486,48.0,311,43,1.3467176195155728,1.9216784595712102,3.268396079086783
6.0,69,6053,486,48.0,311,5,0.43994114864781847,2.6558442500912847,3.0957853987391033
6.0,69,6053,486,48.0,311,7,2.226189065575795,2.4622076609053227,4.688396726481118
6.0,69,6053,486,48.0,311,43,0.4107420413698095,0.5863010497580564,0.9970430911278659
6.0,69,6079,486,48.0,311,3,0.024147847863105348,0.1317390704805381,0.15588691834364343
6.0,69,6079,486,48.0,311,5,0.10032625470812166,0.6056512502154187,0.7059775049235403
6.0,69,6079,486,48.0,311,7,1.0192413226159434,2.476486732031545,3.4957280546474885
6.0,69,6079,486,48.0,311,43,0.0943199204901743,0.1348325419336073,0.22915246242378162
6.0,69,6083,486,48.0,311,3,0.02256645361099863,0.12311174228065719,0.14567819589165582
6.0,69,6083,486,48.0,311,5,0.08820877215558355,0.5325002243074006,0.6207089964629842
6.0,69,6083,486,48.0,311,7,0.5316458212213976,1.9150524492463494,2.446698270467747
6.0,69,6089,486,48.0,311,7,0.008984618821879476,0.008665287955993221,0.017649906777872697
6.0,69,6089,486,48.0,311,43,0.006180758351826507,0.007897513864235216,0.014078272216061723
